"ITTER107","TIPO_DATO15","SEXISTAT1","ETA1","STATCIV2","TIME","Value","Flag Codes"
"097050","JAN","9","TOTAL","99","2015",488,
"097050","JAN","9","TOTAL","99","2016",475,
"097050","JAN","9","TOTAL","99","2017",482,
"097050","JAN","9","TOTAL","99","2018",491,
"020035","JAN","9","TOTAL","99","2014",5774,
"020035","JAN","9","TOTAL","99","2015",5699,
"020035","JAN","9","TOTAL","99","2016",5600,
"020035","JAN","9","TOTAL","99","2017",5544,
"020035","JAN","9","TOTAL","99","2018",5487,
"016139","JAN","9","TOTAL","99","2014",3229,
"016139","JAN","9","TOTAL","99","2015",3233,
"016139","JAN","9","TOTAL","99","2016",3260,
"016139","JAN","9","TOTAL","99","2017",3326,
"016139","JAN","9","TOTAL","99","2018",3263,
"013155","JAN","9","TOTAL","99","2014",244,
"013155","JAN","9","TOTAL","99","2015",241,
"013155","JAN","9","TOTAL","99","2016",243,
"013155","JAN","9","TOTAL","99","2017",238,
"013155","JAN","9","TOTAL","99","2018",228,
"015150","JAN","9","TOTAL","99","2014",1204,
"015150","JAN","9","TOTAL","99","2015",1174,
"015150","JAN","9","TOTAL","99","2016",1140,
"015150","JAN","9","TOTAL","99","2017",1138,
"015150","JAN","9","TOTAL","99","2018",1121,
"012106","JAN","9","TOTAL","99","2014",5001,
"012106","JAN","9","TOTAL","99","2015",5045,
"012106","JAN","9","TOTAL","99","2016",5029,
"012106","JAN","9","TOTAL","99","2017",5029,
"012106","JAN","9","TOTAL","99","2018",4976,
"016141","JAN","9","TOTAL","99","2014",2894,
"016141","JAN","9","TOTAL","99","2015",2958,
"016141","JAN","9","TOTAL","99","2016",2965,
"016141","JAN","9","TOTAL","99","2017",2947,
"016141","JAN","9","TOTAL","99","2018",2942,
"018101","JAN","9","TOTAL","99","2014",657,
"018101","JAN","9","TOTAL","99","2015",655,
"018101","JAN","9","TOTAL","99","2016",641,
"018101","JAN","9","TOTAL","99","2017",631,
"018101","JAN","9","TOTAL","99","2018",621,
"018102","JAN","9","TOTAL","99","2014",15543,
"018102","JAN","9","TOTAL","99","2015",15448,
"018102","JAN","9","TOTAL","99","2016",15386,
"018102","JAN","9","TOTAL","99","2017",15355,
"018102","JAN","9","TOTAL","99","2018",15362,
"097055","JAN","9","TOTAL","99","2014",38,
"097055","JAN","9","TOTAL","99","2015",38,
"097055","JAN","9","TOTAL","99","2016",36,
"097055","JAN","9","TOTAL","99","2017",34,
"097055","JAN","9","TOTAL","99","2018",35,
"019060","JAN","9","TOTAL","99","2014",813,
"019060","JAN","9","TOTAL","99","2015",813,
"019060","JAN","9","TOTAL","99","2016",810,
"019060","JAN","9","TOTAL","99","2017",800,
"019060","JAN","9","TOTAL","99","2018",776,
"019061","JAN","9","TOTAL","99","2014",960,
"019061","JAN","9","TOTAL","99","2015",961,
"019061","JAN","9","TOTAL","99","2016",926,
"019061","JAN","9","TOTAL","99","2017",899,
"019061","JAN","9","TOTAL","99","2018",897,
"015151","JAN","9","TOTAL","99","2014",7751,
"015151","JAN","9","TOTAL","99","2015",7762,
"015151","JAN","9","TOTAL","99","2016",7849,
"015151","JAN","9","TOTAL","99","2017",7877,
"015151","JAN","9","TOTAL","99","2018",7980,
"020037","JAN","9","TOTAL","99","2014",2636,
"020037","JAN","9","TOTAL","99","2015",2602,
"020037","JAN","9","TOTAL","99","2016",2652,
"020037","JAN","9","TOTAL","99","2017",2655,
"020037","JAN","9","TOTAL","99","2018",2597,
"016142","JAN","9","TOTAL","99","2014",4669,
"016142","JAN","9","TOTAL","99","2015",4633,
"016142","JAN","9","TOTAL","99","2016",4589,
"016142","JAN","9","TOTAL","99","2017",4546,
"016142","JAN","9","TOTAL","99","2018",4551,
"013159","JAN","9","TOTAL","99","2014",8749,
"013159","JAN","9","TOTAL","99","2015",8953,
"013159","JAN","9","TOTAL","99","2016",8964,
"013159","JAN","9","TOTAL","99","2017",8975,
"013159","JAN","9","TOTAL","99","2018",8971,
"016143","JAN","9","TOTAL","99","2014",7525,
"016143","JAN","9","TOTAL","99","2015",7566,
"016143","JAN","9","TOTAL","99","2016",7481,
"016143","JAN","9","TOTAL","99","2017",7396,
"016143","JAN","9","TOTAL","99","2018",7425,
"108034","JAN","9","TOTAL","99","2014",23457,
"108034","JAN","9","TOTAL","99","2015",23421,
"108034","JAN","9","TOTAL","99","2016",23403,
"108034","JAN","9","TOTAL","99","2017",23490,
"108034","JAN","9","TOTAL","99","2018",23581,
"098041","JAN","9","TOTAL","99","2014",5722,
"098041","JAN","9","TOTAL","99","2015",5761,
"098041","JAN","9","TOTAL","99","2016",5758,
"098041","JAN","9","TOTAL","99","2017",5736,
"098041","JAN","9","TOTAL","99","2018",5773,
"017115","JAN","9","TOTAL","99","2014",793,
"017115","JAN","9","TOTAL","99","2015",798,
"017115","JAN","9","TOTAL","99","2016",796,
"017115","JAN","9","TOTAL","99","2017",794,
"017115","JAN","9","TOTAL","99","2018",782,
"017116","JAN","9","TOTAL","99","2014",2629,
"017116","JAN","9","TOTAL","99","2015",2640,
"017116","JAN","9","TOTAL","99","2016",2641,
"017116","JAN","9","TOTAL","99","2017",2645,
"017116","JAN","9","TOTAL","99","2018",2654,
"013160","JAN","9","TOTAL","99","2014",986,
"013160","JAN","9","TOTAL","99","2015",983,
"013160","JAN","9","TOTAL","99","2016",1001,
"013160","JAN","9","TOTAL","99","2017",994,
"013160","JAN","9","TOTAL","99","2018",990,
"017117","JAN","9","TOTAL","99","2014",11070,
"017117","JAN","9","TOTAL","99","2015",11054,
"017117","JAN","9","TOTAL","99","2016",11029,
"017117","JAN","9","TOTAL","99","2017",10922,
"017117","JAN","9","TOTAL","99","2018",10843,
"016144","JAN","9","TOTAL","99","2014",11684,
"016144","JAN","9","TOTAL","99","2015",11688,
"016144","JAN","9","TOTAL","99","2016",11622,
"016144","JAN","9","TOTAL","99","2017",11616,
"016144","JAN","9","TOTAL","99","2018",11530,
"015154","JAN","9","TOTAL","99","2014",17398,
"015154","JAN","9","TOTAL","99","2015",17430,
"015154","JAN","9","TOTAL","99","2016",17343,
"015154","JAN","9","TOTAL","99","2017",17270,
"015154","JAN","9","TOTAL","99","2018",17176,
"013161","JAN","9","TOTAL","99","2014",1243,
"013161","JAN","9","TOTAL","99","2015",1258,
"013161","JAN","9","TOTAL","99","2016",1240,
"013161","JAN","9","TOTAL","99","2017",1245,
"013161","JAN","9","TOTAL","99","2018",1227,
"017118","JAN","9","TOTAL","99","2014",1993,
"017118","JAN","9","TOTAL","99","2015",1999,
"017118","JAN","9","TOTAL","99","2016",1978,
"017118","JAN","9","TOTAL","99","2017",1980,
"017118","JAN","9","TOTAL","99","2018",1995,
"097056","JAN","9","TOTAL","99","2014",3715,
"097056","JAN","9","TOTAL","99","2015",3704,
"097056","JAN","9","TOTAL","99","2016",3702,
"097056","JAN","9","TOTAL","99","2017",3722,
"097056","JAN","9","TOTAL","99","2018",3696,
"017129","JAN","9","TOTAL","99","2014",4372,
"017129","JAN","9","TOTAL","99","2015",4441,
"017129","JAN","9","TOTAL","99","2016",4458,
"017129","JAN","9","TOTAL","99","2017",4543,
"017129","JAN","9","TOTAL","99","2018",4629,
"097062","JAN","9","TOTAL","99","2014",3902,
"097062","JAN","9","TOTAL","99","2015",3927,
"097062","JAN","9","TOTAL","99","2016",3907,
"097062","JAN","9","TOTAL","99","2017",3880,
"097062","JAN","9","TOTAL","99","2018",3855,
"015166","JAN","9","TOTAL","99","2014",47048,
"015166","JAN","9","TOTAL","99","2015",46951,
"015166","JAN","9","TOTAL","99","2016",46633,
"015166","JAN","9","TOTAL","99","2017",46590,
"015166","JAN","9","TOTAL","99","2018",46701,
"017130","JAN","9","TOTAL","99","2014",3779,
"017130","JAN","9","TOTAL","99","2015",3763,
"017130","JAN","9","TOTAL","99","2016",3734,
"017130","JAN","9","TOTAL","99","2017",3695,
"017130","JAN","9","TOTAL","99","2018",3661,
"019065","JAN","9","TOTAL","99","2014",1463,
"019065","JAN","9","TOTAL","99","2015",1460,
"019065","JAN","9","TOTAL","99","2016",1439,
"019065","JAN","9","TOTAL","99","2017",1434,
"019065","JAN","9","TOTAL","99","2018",1420,
"017132","JAN","9","TOTAL","99","2014",2160,
"017132","JAN","9","TOTAL","99","2015",2164,
"017132","JAN","9","TOTAL","99","2016",2130,
"017132","JAN","9","TOTAL","99","2017",2143,
"017132","JAN","9","TOTAL","99","2018",2153,
"016157","JAN","9","TOTAL","99","2014",5828,
"016157","JAN","9","TOTAL","99","2015",5851,
"016157","JAN","9","TOTAL","99","2016",5819,
"016157","JAN","9","TOTAL","99","2017",5808,
"016157","JAN","9","TOTAL","99","2018",5808,
"018108","JAN","9","TOTAL","99","2014",315,
"018108","JAN","9","TOTAL","99","2015",314,
"018108","JAN","9","TOTAL","99","2016",316,
"018108","JAN","9","TOTAL","99","2017",316,
"018108","JAN","9","TOTAL","99","2018",318,
"019067","JAN","9","TOTAL","99","2014",8990,
"019067","JAN","9","TOTAL","99","2015",8984,
"019067","JAN","9","TOTAL","99","2016",9024,
"019067","JAN","9","TOTAL","99","2017",9015,
"019067","JAN","9","TOTAL","99","2018",9035,
"015167","JAN","9","TOTAL","99","2014",5807,
"015167","JAN","9","TOTAL","99","2015",6036,
"015167","JAN","9","TOTAL","99","2016",6064,
"015167","JAN","9","TOTAL","99","2017",6113,
"015167","JAN","9","TOTAL","99","2018",6058,
"015168","JAN","9","TOTAL","99","2014",27518,
"015168","JAN","9","TOTAL","99","2015",27665,
"015168","JAN","9","TOTAL","99","2016",27692,
"015168","JAN","9","TOTAL","99","2017",27747,
"015168","JAN","9","TOTAL","99","2018",27842,
"017134","JAN","9","TOTAL","99","2014",4542,
"017134","JAN","9","TOTAL","99","2015",4666,
"017134","JAN","9","TOTAL","99","2016",4714,
"017134","JAN","9","TOTAL","99","2017",4721,
"017134","JAN","9","TOTAL","99","2018",4780,
"013175","JAN","9","TOTAL","99","2014",1887,
"097064","JAN","9","TOTAL","99","2014",141,
"097064","JAN","9","TOTAL","99","2015",139,
"097064","JAN","9","TOTAL","99","2016",141,
"097064","JAN","9","TOTAL","99","2017",142,
"097064","JAN","9","TOTAL","99","2018",140,
"018109","JAN","9","TOTAL","99","2014",1975,
"018109","JAN","9","TOTAL","99","2015",1946,
"018109","JAN","9","TOTAL","99","2016",1923,
"018109","JAN","9","TOTAL","99","2017",1910,
"018109","JAN","9","TOTAL","99","2018",1903,
"016158","JAN","9","TOTAL","99","2014",2790,
"016158","JAN","9","TOTAL","99","2015",2762,
"016158","JAN","9","TOTAL","99","2016",2751,
"016158","JAN","9","TOTAL","99","2017",2743,
"016158","JAN","9","TOTAL","99","2018",2732,
"016159","JAN","9","TOTAL","99","2014",369,
"016159","JAN","9","TOTAL","99","2015",371,
"016159","JAN","9","TOTAL","99","2016",362,
"016159","JAN","9","TOTAL","99","2017",365,
"016159","JAN","9","TOTAL","99","2018",362,
"017135","JAN","9","TOTAL","99","2014",630,
"017135","JAN","9","TOTAL","99","2015",621,
"017135","JAN","9","TOTAL","99","2016",614,
"017135","JAN","9","TOTAL","99","2017",617,
"017135","JAN","9","TOTAL","99","2018",600,
"017136","JAN","9","TOTAL","99","2014",7070,
"017136","JAN","9","TOTAL","99","2015",7141,
"017136","JAN","9","TOTAL","99","2016",7098,
"017136","JAN","9","TOTAL","99","2017",7052,
"017136","JAN","9","TOTAL","99","2018",7054,
"097065","JAN","9","TOTAL","99","2014",2009,
"097065","JAN","9","TOTAL","99","2015",2019,
"097065","JAN","9","TOTAL","99","2016",1997,
"097065","JAN","9","TOTAL","99","2017",2008,
"097065","JAN","9","TOTAL","99","2018",1993,
"015169","JAN","9","TOTAL","99","2014",11280,
"015169","JAN","9","TOTAL","99","2015",11334,
"015169","JAN","9","TOTAL","99","2016",11455,
"015169","JAN","9","TOTAL","99","2017",11461,
"015169","JAN","9","TOTAL","99","2018",11429,
"017137","JAN","9","TOTAL","99","2014",2838,
"017137","JAN","9","TOTAL","99","2015",2792,
"017137","JAN","9","TOTAL","99","2016",2794,
"017137","JAN","9","TOTAL","99","2017",2801,
"017137","JAN","9","TOTAL","99","2018",2760,
"014047","JAN","9","TOTAL","99","2014",36,
"014047","JAN","9","TOTAL","99","2015",36,
"014047","JAN","9","TOTAL","99","2016",39,
"014047","JAN","9","TOTAL","99","2017",41,
"014047","JAN","9","TOTAL","99","2018",41,
"016160","JAN","9","TOTAL","99","2014",6014,
"016160","JAN","9","TOTAL","99","2015",6078,
"016160","JAN","9","TOTAL","99","2016",6042,
"016160","JAN","9","TOTAL","99","2017",6025,
"016160","JAN","9","TOTAL","99","2018",6026,
"013178","JAN","9","TOTAL","99","2014",168,
"013178","JAN","9","TOTAL","99","2015",169,
"013178","JAN","9","TOTAL","99","2016",167,
"013178","JAN","9","TOTAL","99","2017",176,
"013178","JAN","9","TOTAL","99","2018",186,
"020039","JAN","9","TOTAL","99","2014",7228,
"020039","JAN","9","TOTAL","99","2015",7218,
"020039","JAN","9","TOTAL","99","2016",7160,
"020039","JAN","9","TOTAL","99","2017",7069,
"020039","JAN","9","TOTAL","99","2018",7046,
"016161","JAN","9","TOTAL","99","2014",1853,
"016161","JAN","9","TOTAL","99","2015",1851,
"016161","JAN","9","TOTAL","99","2016",1839,
"016161","JAN","9","TOTAL","99","2017",1819,
"016161","JAN","9","TOTAL","99","2018",1818,
"013179","JAN","9","TOTAL","99","2014",1016,
"013179","JAN","9","TOTAL","99","2015",1013,
"013179","JAN","9","TOTAL","99","2016",977,
"013179","JAN","9","TOTAL","99","2017",966,
"097066","JAN","9","TOTAL","99","2014",1818,
"097066","JAN","9","TOTAL","99","2015",1799,
"097067","JAN","9","TOTAL","99","2014",976,
"097067","JAN","9","TOTAL","99","2015",970,
"097067","JAN","9","TOTAL","99","2016",941,
"097067","JAN","9","TOTAL","99","2017",926,
"097067","JAN","9","TOTAL","99","2018",916,
"015170","JAN","9","TOTAL","99","2014",10932,
"015170","JAN","9","TOTAL","99","2015",11026,
"015170","JAN","9","TOTAL","99","2016",11084,
"015170","JAN","9","TOTAL","99","2017",11198,
"015170","JAN","9","TOTAL","99","2018",11342,
"019068","JAN","9","TOTAL","99","2014",3450,
"019068","JAN","9","TOTAL","99","2015",3422,
"019068","JAN","9","TOTAL","99","2016",3408,
"019068","JAN","9","TOTAL","99","2017",3387,
"019068","JAN","9","TOTAL","99","2018",3368,
"017139","JAN","9","TOTAL","99","2014",572,
"017139","JAN","9","TOTAL","99","2015",571,
"017139","JAN","9","TOTAL","99","2016",563,
"017139","JAN","9","TOTAL","99","2017",566,
"017139","JAN","9","TOTAL","99","2018",563,
"017140","JAN","9","TOTAL","99","2014",667,
"017140","JAN","9","TOTAL","99","2015",655,
"017140","JAN","9","TOTAL","99","2016",651,
"017140","JAN","9","TOTAL","99","2017",638,
"017140","JAN","9","TOTAL","99","2018",632,
"019069","JAN","9","TOTAL","99","2014",1581,
"019069","JAN","9","TOTAL","99","2015",1573,
"019069","JAN","9","TOTAL","99","2016",1583,
"019069","JAN","9","TOTAL","99","2017",1544,
"019069","JAN","9","TOTAL","99","2018",1521,
"097068","JAN","9","TOTAL","99","2014",2125,
"097068","JAN","9","TOTAL","99","2015",2149,
"097068","JAN","9","TOTAL","99","2016",2180,
"097068","JAN","9","TOTAL","99","2017",2207,
"097068","JAN","9","TOTAL","99","2018",2231,
"015171","JAN","9","TOTAL","99","2014",23091,
"015171","JAN","9","TOTAL","99","2015",23077,
"015171","JAN","9","TOTAL","99","2016",23397,
"015171","JAN","9","TOTAL","99","2017",23515,
"015171","JAN","9","TOTAL","99","2018",23387,
"015172","JAN","9","TOTAL","99","2014",9119,
"015172","JAN","9","TOTAL","99","2015",9125,
"015172","JAN","9","TOTAL","99","2016",9109,
"015172","JAN","9","TOTAL","99","2017",9073,
"015172","JAN","9","TOTAL","99","2018",9053,
"019070","JAN","9","TOTAL","99","2014",667,
"019070","JAN","9","TOTAL","99","2015",664,
"019070","JAN","9","TOTAL","99","2016",645,
"019070","JAN","9","TOTAL","99","2017",626,
"019070","JAN","9","TOTAL","99","2018",627,
"013183","JAN","9","TOTAL","99","2014",1041,
"013183","JAN","9","TOTAL","99","2015",1053,
"013183","JAN","9","TOTAL","99","2016",1058,
"013183","JAN","9","TOTAL","99","2017",1037,
"013183","JAN","9","TOTAL","99","2018",1028,
"019072","JAN","9","TOTAL","99","2014",2596,
"019072","JAN","9","TOTAL","99","2015",2570,
"019072","JAN","9","TOTAL","99","2016",2541,
"019072","JAN","9","TOTAL","99","2017",2549,
"019072","JAN","9","TOTAL","99","2018",2538,
"016162","JAN","9","TOTAL","99","2014",1505,
"016162","JAN","9","TOTAL","99","2015",1490,
"016162","JAN","9","TOTAL","99","2016",1460,
"016162","JAN","9","TOTAL","99","2017",1463,
"016162","JAN","9","TOTAL","99","2018",1452,
"014048","JAN","9","TOTAL","99","2014",1384,
"014048","JAN","9","TOTAL","99","2015",1359,
"014048","JAN","9","TOTAL","99","2016",1357,
"014048","JAN","9","TOTAL","99","2017",1363,
"014048","JAN","9","TOTAL","99","2018",1384,
"016163","JAN","9","TOTAL","99","2014",1119,
"016163","JAN","9","TOTAL","99","2015",1107,
"016163","JAN","9","TOTAL","99","2016",1095,
"016163","JAN","9","TOTAL","99","2017",1091,
"016163","JAN","9","TOTAL","99","2018",1074,
"014049","JAN","9","TOTAL","99","2014",2302,
"014049","JAN","9","TOTAL","99","2015",2272,
"014049","JAN","9","TOTAL","99","2016",2219,
"014049","JAN","9","TOTAL","99","2017",2186,
"014049","JAN","9","TOTAL","99","2018",2158,
"016164","JAN","9","TOTAL","99","2014",1217,
"016164","JAN","9","TOTAL","99","2015",1230,
"016164","JAN","9","TOTAL","99","2016",1222,
"016164","JAN","9","TOTAL","99","2017",1215,
"016164","JAN","9","TOTAL","99","2018",1213,
"016165","JAN","9","TOTAL","99","2014",430,
"016165","JAN","9","TOTAL","99","2015",417,
"016165","JAN","9","TOTAL","99","2016",410,
"016165","JAN","9","TOTAL","99","2017",402,
"016165","JAN","9","TOTAL","99","2018",399,
"016166","JAN","9","TOTAL","99","2014",83,
"016166","JAN","9","TOTAL","99","2015",85,
"016166","JAN","9","TOTAL","99","2016",88,
"016166","JAN","9","TOTAL","99","2017",86,
"016166","JAN","9","TOTAL","99","2018",92,
"019073","JAN","9","TOTAL","99","2014",1176,
"019073","JAN","9","TOTAL","99","2015",1182,
"019073","JAN","9","TOTAL","99","2016",1162,
"019073","JAN","9","TOTAL","99","2017",1168,
"019073","JAN","9","TOTAL","99","2018",1132,
"018111","JAN","9","TOTAL","99","2014",898,
"018111","JAN","9","TOTAL","99","2015",878,
"018111","JAN","9","TOTAL","99","2016",862,
"018111","JAN","9","TOTAL","99","2017",850,
"018111","JAN","9","TOTAL","99","2018",854,
"018112","JAN","9","TOTAL","99","2014",888,
"018112","JAN","9","TOTAL","99","2015",883,
"018112","JAN","9","TOTAL","99","2016",873,
"018112","JAN","9","TOTAL","99","2017",854,
"018112","JAN","9","TOTAL","99","2018",848,
"018113","JAN","9","TOTAL","99","2014",2114,
"018113","JAN","9","TOTAL","99","2015",2085,
"018113","JAN","9","TOTAL","99","2016",2063,
"018113","JAN","9","TOTAL","99","2017",1990,
"018113","JAN","9","TOTAL","99","2018",1962,
"020040","JAN","9","TOTAL","99","2014",1071,
"020040","JAN","9","TOTAL","99","2015",1069,
"020040","JAN","9","TOTAL","99","2016",1035,
"020040","JAN","9","TOTAL","99","2017",1033,
"020040","JAN","9","TOTAL","99","2018",1017,
"019074","JAN","9","TOTAL","99","2014",1324,
"019074","JAN","9","TOTAL","99","2015",1323,
"019074","JAN","9","TOTAL","99","2016",1305,
"019074","JAN","9","TOTAL","99","2017",1291,
"019074","JAN","9","TOTAL","99","2018",1273,
"015173","JAN","9","TOTAL","99","2014",16036,
"015173","JAN","9","TOTAL","99","2015",16179,
"015173","JAN","9","TOTAL","99","2016",16183,
"015173","JAN","9","TOTAL","99","2017",16118,
"015173","JAN","9","TOTAL","99","2018",15949,
"098045","JAN","9","TOTAL","99","2014",1761,
"098045","JAN","9","TOTAL","99","2015",1779,
"098045","JAN","9","TOTAL","99","2016",1775,
"098045","JAN","9","TOTAL","99","2017",1789,
"098045","JAN","9","TOTAL","99","2018",1780,
"018114","JAN","9","TOTAL","99","2014",2740,
"018114","JAN","9","TOTAL","99","2015",2701,
"018114","JAN","9","TOTAL","99","2016",2648,
"018114","JAN","9","TOTAL","99","2017",2634,
"018114","JAN","9","TOTAL","99","2018",2670,
"019075","JAN","9","TOTAL","99","2014",1616,
"019075","JAN","9","TOTAL","99","2015",1627,
"019075","JAN","9","TOTAL","99","2016",1594,
"019075","JAN","9","TOTAL","99","2017",1586,
"019075","JAN","9","TOTAL","99","2018",1590,
"013184","JAN","9","TOTAL","99","2014",263,
"013184","JAN","9","TOTAL","99","2015",263,
"013184","JAN","9","TOTAL","99","2016",258,
"013184","JAN","9","TOTAL","99","2017",252,
"013184","JAN","9","TOTAL","99","2018",244,
"018115","JAN","9","TOTAL","99","2014",1730,
"018115","JAN","9","TOTAL","99","2015",1714,
"018115","JAN","9","TOTAL","99","2016",1696,
"018115","JAN","9","TOTAL","99","2017",1715,
"018115","JAN","9","TOTAL","99","2018",1675,
"012112","JAN","9","TOTAL","99","2014",212,
"015175","JAN","9","TOTAL","99","2014",36782,
"015175","JAN","9","TOTAL","99","2015",36912,
"015175","JAN","9","TOTAL","99","2016",36912,
"015175","JAN","9","TOTAL","99","2017",37045,
"015175","JAN","9","TOTAL","99","2018",36920,
"017143","JAN","9","TOTAL","99","2014",8084,
"017143","JAN","9","TOTAL","99","2015",8055,
"017143","JAN","9","TOTAL","99","2016",8022,
"017143","JAN","9","TOTAL","99","2017",7936,
